"place","sex","age","health","occupational_group","count"
"EILEAN SIAR","Male","35 to 49","Good Health","Full -time students",18
"EILEAN SIAR","Male","35 to 49","Fairly Good Health","Full -time students",7
"EILEAN SIAR","Male","35 to 49","Not Good Health","Full -time students",3
"EILEAN SIAR","Male","50 to 54","Good Health","Full -time students",2
"EILEAN SIAR","Male","50 to 54","Fairly Good Health","Full -time students",0
"EILEAN SIAR","Male","50 to 54","Not Good Health","Full -time students",0
"EILEAN SIAR","Male","55 to 59","Good Health","Full -time students",0
"EILEAN SIAR","Male","55 to 59","Fairly Good Health","Full -time students",1
"EILEAN SIAR","Male","55 to 59","Not Good Health","Full -time students",0
"EILEAN SIAR","Male","60 to 64","Good Health","Full -time students",0
"EILEAN SIAR","Male","60 to 64","Fairly Good Health","Full -time students",2
"EILEAN SIAR","Male","60 to 64","Not Good Health","Full -time students",0
"EILEAN SIAR","Male","65 to 74","Good Health","Full -time students",0
"EILEAN SIAR","Male","65 to 74","Fairly Good Health","Full -time students",0
"EILEAN SIAR","Male","65 to 74","Not Good Health","Full -time students",0
"EILEAN SIAR","Female","16 to 24","Good Health","Full -time students",354
"EILEAN SIAR","Female","16 to 24","Fairly Good Health","Full -time students",35
"EILEAN SIAR","Female","16 to 24","Not Good Health","Full -time students",5
"EILEAN SIAR","Female","25 to 34","Good Health","Full -time students",37
"EILEAN SIAR","Female","25 to 34","Fairly Good Health","Full -time students",6
"EILEAN SIAR","Female","25 to 34","Not Good Health","Full -time students",2
"EILEAN SIAR","Female","35 to 49","Good Health","Full -time students",43
"EILEAN SIAR","Female","35 to 49","Fairly Good Health","Full -time students",11
"EILEAN SIAR","Female","35 to 49","Not Good Health","Full -time students",2
"EILEAN SIAR","Female","50 to 54","Good Health","Full -time students",5
"EILEAN SIAR","Female","50 to 54","Fairly Good Health","Full -time students",1
"EILEAN SIAR","Female","50 to 54","Not Good Health","Full -time students",0
"EILEAN SIAR","Female","55 to 59","Good Health","Full -time students",2
"EILEAN SIAR","Female","55 to 59","Fairly Good Health","Full -time students",0
"EILEAN SIAR","Female","55 to 59","Not Good Health","Full -time students",0
"EILEAN SIAR","Female","60 to 64","Good Health","Full -time students",0
"EILEAN SIAR","Female","60 to 64","Fairly Good Health","Full -time students",0
"EILEAN SIAR","Female","60 to 64","Not Good Health","Full -time students",0
"EILEAN SIAR","Female","65 to 74","Good Health","Full -time students",0
"EILEAN SIAR","Female","65 to 74","Fairly Good Health","Full -time students",2
"EILEAN SIAR","Female","65 to 74","Not Good Health","Full -time students",0
"FALKIRK","Male","16 to 24","Good Health","Full -time students",1773
"FALKIRK","Male","16 to 24","Fairly Good Health","Full -time students",168
"FALKIRK","Male","16 to 24","Not Good Health","Full -time students",20
"FALKIRK","Male","25 to 34","Good Health","Full -time students",97
"FALKIRK","Male","25 to 34","Fairly Good Health","Full -time students",20
"FALKIRK","Male","25 to 34","Not Good Health","Full -time students",3
"FALKIRK","Male","35 to 49","Good Health","Full -time students",86
"FALKIRK","Male","35 to 49","Fairly Good Health","Full -time students",18
"FALKIRK","Male","35 to 49","Not Good Health","Full -time students",4
"FALKIRK","Male","50 to 54","Good Health","Full -time students",13
"FALKIRK","Male","50 to 54","Fairly Good Health","Full -time students",3
"FALKIRK","Male","50 to 54","Not Good Health","Full -time students",0
"FALKIRK","Male","55 to 59","Good Health","Full -time students",6
"FALKIRK","Male","55 to 59","Fairly Good Health","Full -time students",3
"FALKIRK","Male","55 to 59","Not Good Health","Full -time students",0
"FALKIRK","Male","60 to 64","Good Health","Full -time students",1
"FALKIRK","Male","60 to 64","Fairly Good Health","Full -time students",1
"FALKIRK","Male","60 to 64","Not Good Health","Full -time students",0
"FALKIRK","Male","65 to 74","Good Health","Full -time students",3
"FALKIRK","Male","65 to 74","Fairly Good Health","Full -time students",1
"FALKIRK","Male","65 to 74","Not Good Health","Full -time students",0
"FALKIRK","Female","16 to 24","Good Health","Full -time students",2006
"FALKIRK","Female","16 to 24","Fairly Good Health","Full -time students",283
"FALKIRK","Female","16 to 24","Not Good Health","Full -time students",36
"FALKIRK","Female","25 to 34","Good Health","Full -time students",189
"FALKIRK","Female","25 to 34","Fairly Good Health","Full -time students",57
"FALKIRK","Female","25 to 34","Not Good Health","Full -time students",10
"FALKIRK","Female","35 to 49","Good Health","Full -time students",154
"FALKIRK","Female","35 to 49","Fairly Good Health","Full -time students",57
"FALKIRK","Female","35 to 49","Not Good Health","Full -time students",11
"FALKIRK","Female","50 to 54","Good Health","Full -time students",5
"FALKIRK","Female","50 to 54","Fairly Good Health","Full -time students",4
"FALKIRK","Female","50 to 54","Not Good Health","Full -time students",2
"FALKIRK","Female","55 to 59","Good Health","Full -time students",7
"FALKIRK","Female","55 to 59","Fairly Good Health","Full -time students",3
"FALKIRK","Female","55 to 59","Not Good Health","Full -time students",0
"FALKIRK","Female","60 to 64","Good Health","Full -time students",0
"FALKIRK","Female","60 to 64","Fairly Good Health","Full -time students",0
"FALKIRK","Female","60 to 64","Not Good Health","Full -time students",1
"FALKIRK","Female","65 to 74","Good Health","Full -time students",0
"FALKIRK","Female","65 to 74","Fairly Good Health","Full -time students",0
"FALKIRK","Female","65 to 74","Not Good Health","Full -time students",1
"FIFE","Male","16 to 24","Good Health","Full -time students",6121
"FIFE","Male","16 to 24","Fairly Good Health","Full -time students",770
"FIFE","Male","16 to 24","Not Good Health","Full -time students",99
"FIFE","Male","25 to 34","Good Health","Full -time students",465
"FIFE","Male","25 to 34","Fairly Good Health","Full -time students",128
"FIFE","Male","25 to 34","Not Good Health","Full -time students",34
"FIFE","Male","35 to 49","Good Health","Full -time students",272
"FIFE","Male","35 to 49","Fairly Good Health","Full -time students",76
"FIFE","Male","35 to 49","Not Good Health","Full -time students",30
"FIFE","Male","50 to 54","Good Health","Full -time students",28
"FIFE","Male","50 to 54","Fairly Good Health","Full -time students",12
"FIFE","Male","50 to 54","Not Good Health","Full -time students",8
"FIFE","Male","55 to 59","Good Health","Full -time students",16
"FIFE","Male","55 to 59","Fairly Good Health","Full -time students",6
"FIFE","Male","55 to 59","Not Good Health","Full -time students",4
"FIFE","Male","60 to 64","Good Health","Full -time students",4
"FIFE","Male","60 to 64","Fairly Good Health","Full -time students",0
"FIFE","Male","60 to 64","Not Good Health","Full -time students",0
"FIFE","Male","65 to 74","Good Health","Full -time students",5
"FIFE","Male","65 to 74","Fairly Good Health","Full -time students",2
"FIFE","Male","65 to 74","Not Good Health","Full -time students",1
"FIFE","Female","16 to 24","Good Health","Full -time students",6459
"FIFE","Female","16 to 24","Fairly Good Health","Full -time students",1208
"FIFE","Female","16 to 24","Not Good Health","Full -time students",164
"FIFE","Female","25 to 34","Good Health","Full -time students",614
"FIFE","Female","25 to 34","Fairly Good Health","Full -time students",179
"FIFE","Female","25 to 34","Not Good Health","Full -time students",45
"FIFE","Female","35 to 49","Good Health","Full -time students",524
"FIFE","Female","35 to 49","Fairly Good Health","Full -time students",207
"FIFE","Female","35 to 49","Not Good Health","Full -time students",33
"FIFE","Female","50 to 54","Good Health","Full -time students",25
"FIFE","Female","50 to 54","Fairly Good Health","Full -time students",10
"FIFE","Female","50 to 54","Not Good Health","Full -time students",3
"FIFE","Female","55 to 59","Good Health","Full -time students",24
"FIFE","Female","55 to 59","Fairly Good Health","Full -time students",3
"FIFE","Female","55 to 59","Not Good Health","Full -time students",2
"FIFE","Female","60 to 64","Good Health","Full -time students",6
"FIFE","Female","60 to 64","Fairly Good Health","Full -time students",4
"FIFE","Female","60 to 64","Not Good Health","Full -time students",0
"FIFE","Female","65 to 74","Good Health","Full -time students",3
"FIFE","Female","65 to 74","Fairly Good Health","Full -time students",5
"FIFE","Female","65 to 74","Not Good Health","Full -time students",1
"GLASGOW CITY","Male","16 to 24","Good Health","Full -time students",12771
"GLASGOW CITY","Male","16 to 24","Fairly Good Health","Full -time students",1896
"GLASGOW CITY","Male","16 to 24","Not Good Health","Full -time students",308
"GLASGOW CITY","Male","25 to 34","Good Health","Full -time students",1886
"GLASGOW CITY","Male","25 to 34","Fairly Good Health","Full -time students",366
"GLASGOW CITY","Male","25 to 34","Not Good Health","Full -time students",88
"GLASGOW CITY","Male","35 to 49","Good Health","Full -time students",602
"GLASGOW CITY","Male","35 to 49","Fairly Good Health","Full -time students",165
"GLASGOW CITY","Male","35 to 49","Not Good Health","Full -time students",64
"GLASGOW CITY","Male","50 to 54","Good Health","Full -time students",44
"GLASGOW CITY","Male","50 to 54","Fairly Good Health","Full -time students",15
"GLASGOW CITY","Male","50 to 54","Not Good Health","Full -time students",5
"GLASGOW CITY","Male","55 to 59","Good Health","Full -time students",25
"GLASGOW CITY","Male","55 to 59","Fairly Good Health","Full -time students",6
"GLASGOW CITY","Male","55 to 59","Not Good Health","Full -time students",8
"GLASGOW CITY","Male","60 to 64","Good Health","Full -time students",10
"GLASGOW CITY","Male","60 to 64","Fairly Good Health","Full -time students",3
"GLASGOW CITY","Male","60 to 64","Not Good Health","Full -time students",3
"GLASGOW CITY","Male","65 to 74","Good Health","Full -time students",16
"GLASGOW CITY","Male","65 to 74","Fairly Good Health","Full -time students",3
"GLASGOW CITY","Male","65 to 74","Not Good Health","Full -time students",5
"GLASGOW CITY","Female","16 to 24","Good Health","Full -time students",15516
"GLASGOW CITY","Female","16 to 24","Fairly Good Health","Full -time students",2933
"GLASGOW CITY","Female","16 to 24","Not Good Health","Full -time students",385
"GLASGOW CITY","Female","25 to 34","Good Health","Full -time students",1865
"GLASGOW CITY","Female","25 to 34","Fairly Good Health","Full -time students",500
"GLASGOW CITY","Female","25 to 34","Not Good Health","Full -time students",115
"GLASGOW CITY","Female","35 to 49","Good Health","Full -time students",598
"GLASGOW CITY","Female","35 to 49","Fairly Good Health","Full -time students",265
"GLASGOW CITY","Female","35 to 49","Not Good Health","Full -time students",92
"GLASGOW CITY","Female","50 to 54","Good Health","Full -time students",42
"GLASGOW CITY","Female","50 to 54","Fairly Good Health","Full -time students",13
"GLASGOW CITY","Female","50 to 54","Not Good Health","Full -time students",15
"GLASGOW CITY","Female","55 to 59","Good Health","Full -time students",22
"GLASGOW CITY","Female","55 to 59","Fairly Good Health","Full -time students",10
"GLASGOW CITY","Female","55 to 59","Not Good Health","Full -time students",7
"GLASGOW CITY","Female","60 to 64","Good Health","Full -time students",9
"GLASGOW CITY","Female","60 to 64","Fairly Good Health","Full -time students",1
"GLASGOW CITY","Female","60 to 64","Not Good Health","Full -time students",0
"GLASGOW CITY","Female","65 to 74","Good Health","Full -time students",9
"GLASGOW CITY","Female","65 to 74","Fairly Good Health","Full -time students",7
"GLASGOW CITY","Female","65 to 74","Not Good Health","Full -time students",9
"HIGHLAND","Male","16 to 24","Good Health","Full -time students",2442
"HIGHLAND","Male","16 to 24","Fairly Good Health","Full -time students",200
"HIGHLAND","Male","16 to 24","Not Good Health","Full -time students",32
"HIGHLAND","Male","25 to 34","Good Health","Full -time students",136
"HIGHLAND","Male","25 to 34","Fairly Good Health","Full -time students",33
"HIGHLAND","Male","25 to 34","Not Good Health","Full -time students",7
"HIGHLAND","Male","35 to 49","Good Health","Full -time students",101
"HIGHLAND","Male","35 to 49","Fairly Good Health","Full -time students",24
"HIGHLAND","Male","35 to 49","Not Good Health","Full -time students",6
"HIGHLAND","Male","50 to 54","Good Health","Full -time students",10
"HIGHLAND","Male","50 to 54","Fairly Good Health","Full -time students",4
"HIGHLAND","Male","50 to 54","Not Good Health","Full -time students",3
"HIGHLAND","Male","55 to 59","Good Health","Full -time students",11
"HIGHLAND","Male","55 to 59","Fairly Good Health","Full -time students",3
"HIGHLAND","Male","55 to 59","Not Good Health","Full -time students",3
"HIGHLAND","Male","60 to 64","Good Health","Full -time students",1
"HIGHLAND","Male","60 to 64","Fairly Good Health","Full -time students",1
"HIGHLAND","Male","60 to 64","Not Good Health","Full -time students",3
"HIGHLAND","Male","65 to 74","Good Health","Full -time students",1
"HIGHLAND","Male","65 to 74","Fairly Good Health","Full -time students",1
"HIGHLAND","Male","65 to 74","Not Good Health","Full -time students",1
"HIGHLAND","Female","16 to 24","Good Health","Full -time students",2355
"HIGHLAND","Female","16 to 24","Fairly Good Health","Full -time students",314
"HIGHLAND","Female","16 to 24","Not Good Health","Full -time students",50
"HIGHLAND","Female","25 to 34","Good Health","Full -time students",192
"HIGHLAND","Female","25 to 34","Fairly Good Health","Full -time students",39
"HIGHLAND","Female","25 to 34","Not Good Health","Full -time students",14
"HIGHLAND","Female","35 to 49","Good Health","Full -time students",158
"HIGHLAND","Female","35 to 49","Fairly Good Health","Full -time students",57
"HIGHLAND","Female","35 to 49","Not Good Health","Full -time students",9
"HIGHLAND","Female","50 to 54","Good Health","Full -time students",9
"HIGHLAND","Female","50 to 54","Fairly Good Health","Full -time students",5
"HIGHLAND","Female","50 to 54","Not Good Health","Full -time students",2
"HIGHLAND","Female","55 to 59","Good Health","Full -time students",8
"HIGHLAND","Female","55 to 59","Fairly Good Health","Full -time students",0
"HIGHLAND","Female","55 to 59","Not Good Health","Full -time students",2
"HIGHLAND","Female","60 to 64","Good Health","Full -time students",1
"HIGHLAND","Female","60 to 64","Fairly Good Health","Full -time students",2
"HIGHLAND","Female","60 to 64","Not Good Health","Full -time students",0
"HIGHLAND","Female","65 to 74","Good Health","Full -time students",1
"HIGHLAND","Female","65 to 74","Fairly Good Health","Full -time students",2
"HIGHLAND","Female","65 to 74","Not Good Health","Full -time students",2
"INVERCLYDE","Male","16 to 24","Good Health","Full -time students",1457
"INVERCLYDE","Male","16 to 24","Fairly Good Health","Full -time students",137
"INVERCLYDE","Male","16 to 24","Not Good Health","Full -time students",22
"INVERCLYDE","Male","25 to 34","Good Health","Full -time students",94
"INVERCLYDE","Male","25 to 34","Fairly Good Health","Full -time students",11
"INVERCLYDE","Male","25 to 34","Not Good Health","Full -time students",7
"INVERCLYDE","Male","35 to 49","Good Health","Full -time students",48
"INVERCLYDE","Male","35 to 49","Fairly Good Health","Full -time students",14
"INVERCLYDE","Male","35 to 49","Not Good Health","Full -time students",7
"INVERCLYDE","Male","50 to 54","Good Health","Full -time students",10
"INVERCLYDE","Male","50 to 54","Fairly Good Health","Full -time students",1
"INVERCLYDE","Male","50 to 54","Not Good Health","Full -time students",3
"INVERCLYDE","Male","55 to 59","Good Health","Full -time students",0
"INVERCLYDE","Male","55 to 59","Fairly Good Health","Full -time students",3
"INVERCLYDE","Male","55 to 59","Not Good Health","Full -time students",1
